frequency (Hz),distance (ft),tx_gain (dBi),rx_gain (dBi),fspl (dB)
3650000000.0,1070,6,15,72.96383209618494
3650000000.0,1070,7,0,86.96383209618494
3650000000.0,1070,7,1,85.96383209618494
3650000000.0,1070,7,2,84.96383209618494
3650000000.0,1070,7,3,83.96383209618494
3650000000.0,1070,7,4,82.96383209618494
3650000000.0,1070,7,5,81.96383209618494
3650000000.0,1070,7,6,80.96383209618494
3650000000.0,1070,7,7,79.96383209618494
3650000000.0,1070,7,8,78.96383209618494
3650000000.0,1070,7,9,77.96383209618494
3650000000.0,1070,7,10,76.96383209618494
3650000000.0,1070,7,11,75.96383209618494
3650000000.0,1070,7,12,74.96383209618494
3650000000.0,1070,7,13,73.96383209618494
3650000000.0,1070,7,14,72.96383209618494
3650000000.0,1070,7,15,71.96383209618494
3650000000.0,1070,8,0,85.96383209618494
3650000000.0,1070,8,1,84.96383209618494
3650000000.0,1070,8,2,83.96383209618494
3650000000.0,1070,8,3,82.96383209618494
3650000000.0,1070,8,4,81.96383209618494
3650000000.0,1070,8,5,80.96383209618494
3650000000.0,1070,8,6,79.96383209618494
3650000000.0,1070,8,7,78.96383209618494
3650000000.0,1070,8,8,77.96383209618494
3650000000.0,1070,8,9,76.96383209618494
3650000000.0,1070,8,10,75.96383209618494
3650000000.0,1070,8,11,74.96383209618494
3650000000.0,1070,8,12,73.96383209618494
3650000000.0,1070,8,13,72.96383209618494
3650000000.0,1070,8,14,71.96383209618494
3650000000.0,1070,8,15,70.96383209618494
3650000000.0,1070,9,0,84.96383209618494
3650000000.0,1070,9,1,83.96383209618494
3650000000.0,1070,9,2,82.96383209618494
3650000000.0,1070,9,3,81.96383209618494
3650000000.0,1070,9,4,80.96383209618494
3650000000.0,1070,9,5,79.96383209618494
3650000000.0,1070,9,6,78.96383209618494
3650000000.0,1070,9,7,77.96383209618494
3650000000.0,1070,9,8,76.96383209618494
3650000000.0,1070,9,9,75.96383209618494
3650000000.0,1070,9,10,74.96383209618494
3650000000.0,1070,9,11,73.96383209618494
3650000000.0,1070,9,12,72.96383209618494
3650000000.0,1070,9,13,71.96383209618494
3650000000.0,1070,9,14,70.96383209618494
3650000000.0,1070,9,15,69.96383209618494
3650000000.0,1070,10,0,83.96383209618494
3650000000.0,1070,10,1,82.96383209618494
3650000000.0,1070,10,2,81.96383209618494
3650000000.0,1070,10,3,80.96383209618494
3650000000.0,1070,10,4,79.96383209618494
3650000000.0,1070,10,5,78.96383209618494
3650000000.0,1070,10,6,77.96383209618494
3650000000.0,1070,10,7,76.96383209618494
3650000000.0,1070,10,8,75.96383209618494
3650000000.0,1070,10,9,74.96383209618494
3650000000.0,1070,10,10,73.96383209618494
3650000000.0,1070,10,11,72.96383209618494
3650000000.0,1070,10,12,71.96383209618494
3650000000.0,1070,10,13,70.96383209618494
3650000000.0,1070,10,14,69.96383209618494
3650000000.0,1070,10,15,68.96383209618494
3650000000.0,1070,11,0,82.96383209618494
3650000000.0,1070,11,1,81.96383209618494
3650000000.0,1070,11,2,80.96383209618494
3650000000.0,1070,11,3,79.96383209618494
3650000000.0,1070,11,4,78.96383209618494
3650000000.0,1070,11,5,77.96383209618494
3650000000.0,1070,11,6,76.96383209618494
3650000000.0,1070,11,7,75.96383209618494
3650000000.0,1070,11,8,74.96383209618494
3650000000.0,1070,11,9,73.96383209618494
3650000000.0,1070,11,10,72.96383209618494
3650000000.0,1070,11,11,71.96383209618494
3650000000.0,1070,11,12,70.96383209618494
3650000000.0,1070,11,13,69.96383209618494
3650000000.0,1070,11,14,68.96383209618494
3650000000.0,1070,11,15,67.96383209618494
3650000000.0,1070,12,0,81.96383209618494
3650000000.0,1070,12,1,80.96383209618494
3650000000.0,1070,12,2,79.96383209618494
3650000000.0,1070,12,3,78.96383209618494
3650000000.0,1070,12,4,77.96383209618494
3650000000.0,1070,12,5,76.96383209618494
3650000000.0,1070,12,6,75.96383209618494
3650000000.0,1070,12,7,74.96383209618494
3650000000.0,1070,12,8,73.96383209618494
3650000000.0,1070,12,9,72.96383209618494
3650000000.0,1070,12,10,71.96383209618494
3650000000.0,1070,12,11,70.96383209618494
3650000000.0,1070,12,12,69.96383209618494
3650000000.0,1070,12,13,68.96383209618494
3650000000.0,1070,12,14,67.96383209618494
3650000000.0,1070,12,15,66.96383209618494
3650000000.0,1070,13,0,80.96383209618494
3650000000.0,1070,13,1,79.96383209618494
3650000000.0,1070,13,2,78.96383209618494
3650000000.0,1070,13,3,77.96383209618494
3650000000.0,1070,13,4,76.96383209618494
3650000000.0,1070,13,5,75.96383209618494
3650000000.0,1070,13,6,74.96383209618494
3650000000.0,1070,13,7,73.96383209618494
3650000000.0,1070,13,8,72.96383209618494
3650000000.0,1070,13,9,71.96383209618494
3650000000.0,1070,13,10,70.96383209618494
3650000000.0,1070,13,11,69.96383209618494
3650000000.0,1070,13,12,68.96383209618494
3650000000.0,1070,13,13,67.96383209618494
3650000000.0,1070,13,14,66.96383209618494
3650000000.0,1070,13,15,65.96383209618494
3650000000.0,1070,14,0,79.96383209618494
3650000000.0,1070,14,1,78.96383209618494
3650000000.0,1070,14,2,77.96383209618494
3650000000.0,1070,14,3,76.96383209618494
3650000000.0,1070,14,4,75.96383209618494
3650000000.0,1070,14,5,74.96383209618494
3650000000.0,1070,14,6,73.96383209618494
3650000000.0,1070,14,7,72.96383209618494
3650000000.0,1070,14,8,71.96383209618494
3650000000.0,1070,14,9,70.96383209618494
3650000000.0,1070,14,10,69.96383209618494
3650000000.0,1070,14,11,68.96383209618494
3650000000.0,1070,14,12,67.96383209618494
3650000000.0,1070,14,13,66.96383209618494
3650000000.0,1070,14,14,65.96383209618494
3650000000.0,1070,14,15,64.96383209618494
3650000000.0,1070,15,0,78.96383209618494
3650000000.0,1070,15,1,77.96383209618494
3650000000.0,1070,15,2,76.96383209618494
3650000000.0,1070,15,3,75.96383209618494
3650000000.0,1070,15,4,74.96383209618494
3650000000.0,1070,15,5,73.96383209618494
3650000000.0,1070,15,6,72.96383209618494
3650000000.0,1070,15,7,71.96383209618494
3650000000.0,1070,15,8,70.96383209618494
3650000000.0,1070,15,9,69.96383209618494
3650000000.0,1070,15,10,68.96383209618494
3650000000.0,1070,15,11,67.96383209618494
3650000000.0,1070,15,12,66.96383209618494
3650000000.0,1070,15,13,65.96383209618494
3650000000.0,1070,15,14,64.96383209618494
3650000000.0,1070,15,15,63.963832096184944
3650000000.0,1075,0,0,94.00432582751324
3650000000.0,1075,0,1,93.00432582751324
3650000000.0,1075,0,2,92.00432582751324
3650000000.0,1075,0,3,91.00432582751324
3650000000.0,1075,0,4,90.00432582751324
3650000000.0,1075,0,5,89.00432582751324
3650000000.0,1075,0,6,88.00432582751324
3650000000.0,1075,0,7,87.00432582751324
3650000000.0,1075,0,8,86.00432582751324
3650000000.0,1075,0,9,85.00432582751324
3650000000.0,1075,0,10,84.00432582751324
3650000000.0,1075,0,11,83.00432582751324
3650000000.0,1075,0,12,82.00432582751324
3650000000.0,1075,0,13,81.00432582751324
3650000000.0,1075,0,14,80.00432582751324
3650000000.0,1075,0,15,79.00432582751324
3650000000.0,1075,1,0,93.00432582751324
3650000000.0,1075,1,1,92.00432582751324
3650000000.0,1075,1,2,91.00432582751324
3650000000.0,1075,1,3,90.00432582751324
3650000000.0,1075,1,4,89.00432582751324
3650000000.0,1075,1,5,88.00432582751324
3650000000.0,1075,1,6,87.00432582751324
3650000000.0,1075,1,7,86.00432582751324
3650000000.0,1075,1,8,85.00432582751324
3650000000.0,1075,1,9,84.00432582751324
3650000000.0,1075,1,10,83.00432582751324
3650000000.0,1075,1,11,82.00432582751324
3650000000.0,1075,1,12,81.00432582751324
3650000000.0,1075,1,13,80.00432582751324
3650000000.0,1075,1,14,79.00432582751324
3650000000.0,1075,1,15,78.00432582751324
3650000000.0,1075,2,0,92.00432582751324
3650000000.0,1075,2,1,91.00432582751324
3650000000.0,1075,2,2,90.00432582751324
3650000000.0,1075,2,3,89.00432582751324
3650000000.0,1075,2,4,88.00432582751324
3650000000.0,1075,2,5,87.00432582751324
3650000000.0,1075,2,6,86.00432582751324
3650000000.0,1075,2,7,85.00432582751324
3650000000.0,1075,2,8,84.00432582751324
3650000000.0,1075,2,9,83.00432582751324
3650000000.0,1075,2,10,82.00432582751324
3650000000.0,1075,2,11,81.00432582751324
3650000000.0,1075,2,12,80.00432582751324
3650000000.0,1075,2,13,79.00432582751324
3650000000.0,1075,2,14,78.00432582751324
3650000000.0,1075,2,15,77.00432582751324
3650000000.0,1075,3,0,91.00432582751324
3650000000.0,1075,3,1,90.00432582751324
3650000000.0,1075,3,2,89.00432582751324
3650000000.0,1075,3,3,88.00432582751324
3650000000.0,1075,3,4,87.00432582751324
3650000000.0,1075,3,5,86.00432582751324
3650000000.0,1075,3,6,85.00432582751324
3650000000.0,1075,3,7,84.00432582751324
3650000000.0,1075,3,8,83.00432582751324
3650000000.0,1075,3,9,82.00432582751324
3650000000.0,1075,3,10,81.00432582751324
3650000000.0,1075,3,11,80.00432582751324
3650000000.0,1075,3,12,79.00432582751324
3650000000.0,1075,3,13,78.00432582751324
3650000000.0,1075,3,14,77.00432582751324
3650000000.0,1075,3,15,76.00432582751324
3650000000.0,1075,4,0,90.00432582751324
3650000000.0,1075,4,1,89.00432582751324
3650000000.0,1075,4,2,88.00432582751324
3650000000.0,1075,4,3,87.00432582751324
3650000000.0,1075,4,4,86.00432582751324
3650000000.0,1075,4,5,85.00432582751324
3650000000.0,1075,4,6,84.00432582751324
3650000000.0,1075,4,7,83.00432582751324
3650000000.0,1075,4,8,82.00432582751324
3650000000.0,1075,4,9,81.00432582751324
3650000000.0,1075,4,10,80.00432582751324
3650000000.0,1075,4,11,79.00432582751324
3650000000.0,1075,4,12,78.00432582751324
3650000000.0,1075,4,13,77.00432582751324
3650000000.0,1075,4,14,76.00432582751324
3650000000.0,1075,4,15,75.00432582751324
3650000000.0,1075,5,0,89.00432582751324
3650000000.0,1075,5,1,88.00432582751324
3650000000.0,1075,5,2,87.00432582751324
3650000000.0,1075,5,3,86.00432582751324
3650000000.0,1075,5,4,85.00432582751324
3650000000.0,1075,5,5,84.00432582751324
3650000000.0,1075,5,6,83.00432582751324
3650000000.0,1075,5,7,82.00432582751324
3650000000.0,1075,5,8,81.00432582751324
3650000000.0,1075,5,9,80.00432582751324
3650000000.0,1075,5,10,79.00432582751324
3650000000.0,1075,5,11,78.00432582751324
3650000000.0,1075,5,12,77.00432582751324
3650000000.0,1075,5,13,76.00432582751324
3650000000.0,1075,5,14,75.00432582751324
3650000000.0,1075,5,15,74.00432582751324
3650000000.0,1075,6,0,88.00432582751324
3650000000.0,1075,6,1,87.00432582751324
3650000000.0,1075,6,2,86.00432582751324
3650000000.0,1075,6,3,85.00432582751324
3650000000.0,1075,6,4,84.00432582751324
3650000000.0,1075,6,5,83.00432582751324
3650000000.0,1075,6,6,82.00432582751324
3650000000.0,1075,6,7,81.00432582751324
3650000000.0,1075,6,8,80.00432582751324
3650000000.0,1075,6,9,79.00432582751324
3650000000.0,1075,6,10,78.00432582751324
3650000000.0,1075,6,11,77.00432582751324
3650000000.0,1075,6,12,76.00432582751324
3650000000.0,1075,6,13,75.00432582751324
3650000000.0,1075,6,14,74.00432582751324
3650000000.0,1075,6,15,73.00432582751324
3650000000.0,1075,7,0,87.00432582751324
3650000000.0,1075,7,1,86.00432582751324
3650000000.0,1075,7,2,85.00432582751324
3650000000.0,1075,7,3,84.00432582751324
3650000000.0,1075,7,4,83.00432582751324
3650000000.0,1075,7,5,82.00432582751324
3650000000.0,1075,7,6,81.00432582751324
3650000000.0,1075,7,7,80.00432582751324
3650000000.0,1075,7,8,79.00432582751324
3650000000.0,1075,7,9,78.00432582751324
3650000000.0,1075,7,10,77.00432582751324
3650000000.0,1075,7,11,76.00432582751324
3650000000.0,1075,7,12,75.00432582751324
3650000000.0,1075,7,13,74.00432582751324
3650000000.0,1075,7,14,73.00432582751324
3650000000.0,1075,7,15,72.00432582751324
3650000000.0,1075,8,0,86.00432582751324
3650000000.0,1075,8,1,85.00432582751324
3650000000.0,1075,8,2,84.00432582751324
3650000000.0,1075,8,3,83.00432582751324
3650000000.0,1075,8,4,82.00432582751324
3650000000.0,1075,8,5,81.00432582751324
3650000000.0,1075,8,6,80.00432582751324
3650000000.0,1075,8,7,79.00432582751324
3650000000.0,1075,8,8,78.00432582751324
3650000000.0,1075,8,9,77.00432582751324
3650000000.0,1075,8,10,76.00432582751324
3650000000.0,1075,8,11,75.00432582751324
3650000000.0,1075,8,12,74.00432582751324
3650000000.0,1075,8,13,73.00432582751324
3650000000.0,1075,8,14,72.00432582751324
3650000000.0,1075,8,15,71.00432582751324
3650000000.0,1075,9,0,85.00432582751324
3650000000.0,1075,9,1,84.00432582751324
3650000000.0,1075,9,2,83.00432582751324
3650000000.0,1075,9,3,82.00432582751324
3650000000.0,1075,9,4,81.00432582751324
3650000000.0,1075,9,5,80.00432582751324
3650000000.0,1075,9,6,79.00432582751324
3650000000.0,1075,9,7,78.00432582751324
3650000000.0,1075,9,8,77.00432582751324
3650000000.0,1075,9,9,76.00432582751324
3650000000.0,1075,9,10,75.00432582751324
3650000000.0,1075,9,11,74.00432582751324
3650000000.0,1075,9,12,73.00432582751324
3650000000.0,1075,9,13,72.00432582751324
3650000000.0,1075,9,14,71.00432582751324
3650000000.0,1075,9,15,70.00432582751324
3650000000.0,1075,10,0,84.00432582751324
3650000000.0,1075,10,1,83.00432582751324
3650000000.0,1075,10,2,82.00432582751324
3650000000.0,1075,10,3,81.00432582751324
3650000000.0,1075,10,4,80.00432582751324
3650000000.0,1075,10,5,79.00432582751324
3650000000.0,1075,10,6,78.00432582751324
3650000000.0,1075,10,7,77.00432582751324
3650000000.0,1075,10,8,76.00432582751324
3650000000.0,1075,10,9,75.00432582751324
3650000000.0,1075,10,10,74.00432582751324
3650000000.0,1075,10,11,73.00432582751324
3650000000.0,1075,10,12,72.00432582751324
3650000000.0,1075,10,13,71.00432582751324
3650000000.0,1075,10,14,70.00432582751324
3650000000.0,1075,10,15,69.00432582751324
3650000000.0,1075,11,0,83.00432582751324
3650000000.0,1075,11,1,82.00432582751324
3650000000.0,1075,11,2,81.00432582751324
3650000000.0,1075,11,3,80.00432582751324
3650000000.0,1075,11,4,79.00432582751324
3650000000.0,1075,11,5,78.00432582751324
3650000000.0,1075,11,6,77.00432582751324
3650000000.0,1075,11,7,76.00432582751324
3650000000.0,1075,11,8,75.00432582751324
3650000000.0,1075,11,9,74.00432582751324
3650000000.0,1075,11,10,73.00432582751324
3650000000.0,1075,11,11,72.00432582751324
3650000000.0,1075,11,12,71.00432582751324
3650000000.0,1075,11,13,70.00432582751324
3650000000.0,1075,11,14,69.00432582751324
3650000000.0,1075,11,15,68.00432582751324
3650000000.0,1075,12,0,82.00432582751324
3650000000.0,1075,12,1,81.00432582751324
3650000000.0,1075,12,2,80.00432582751324
3650000000.0,1075,12,3,79.00432582751324
3650000000.0,1075,12,4,78.00432582751324
3650000000.0,1075,12,5,77.00432582751324
3650000000.0,1075,12,6,76.00432582751324
3650000000.0,1075,12,7,75.00432582751324
3650000000.0,1075,12,8,74.00432582751324
3650000000.0,1075,12,9,73.00432582751324
3650000000.0,1075,12,10,72.00432582751324
3650000000.0,1075,12,11,71.00432582751324
3650000000.0,1075,12,12,70.00432582751324
3650000000.0,1075,12,13,69.00432582751324
3650000000.0,1075,12,14,68.00432582751324
3650000000.0,1075,12,15,67.00432582751324
3650000000.0,1075,13,0,81.00432582751324
3650000000.0,1075,13,1,80.00432582751324
3650000000.0,1075,13,2,79.00432582751324
3650000000.0,1075,13,3,78.00432582751324
3650000000.0,1075,13,4,77.00432582751324
3650000000.0,1075,13,5,76.00432582751324
3650000000.0,1075,13,6,75.00432582751324
3650000000.0,1075,13,7,74.00432582751324
3650000000.0,1075,13,8,73.00432582751324
3650000000.0,1075,13,9,72.00432582751324
3650000000.0,1075,13,10,71.00432582751324
3650000000.0,1075,13,11,70.00432582751324
3650000000.0,1075,13,12,69.00432582751324
3650000000.0,1075,13,13,68.00432582751324
3650000000.0,1075,13,14,67.00432582751324
3650000000.0,1075,13,15,66.00432582751324
3650000000.0,1075,14,0,80.00432582751324
3650000000.0,1075,14,1,79.00432582751324
3650000000.0,1075,14,2,78.00432582751324
3650000000.0,1075,14,3,77.00432582751324
3650000000.0,1075,14,4,76.00432582751324
3650000000.0,1075,14,5,75.00432582751324
3650000000.0,1075,14,6,74.00432582751324
3650000000.0,1075,14,7,73.00432582751324
3650000000.0,1075,14,8,72.00432582751324
3650000000.0,1075,14,9,71.00432582751324
3650000000.0,1075,14,10,70.00432582751324
3650000000.0,1075,14,11,69.00432582751324
3650000000.0,1075,14,12,68.00432582751324
3650000000.0,1075,14,13,67.00432582751324
3650000000.0,1075,14,14,66.00432582751324
3650000000.0,1075,14,15,65.00432582751324
3650000000.0,1075,15,0,79.00432582751324
3650000000.0,1075,15,1,78.00432582751324
3650000000.0,1075,15,2,77.00432582751324
3650000000.0,1075,15,3,76.00432582751324
3650000000.0,1075,15,4,75.00432582751324
3650000000.0,1075,15,5,74.00432582751324
3650000000.0,1075,15,6,73.00432582751324
3650000000.0,1075,15,7,72.00432582751324
3650000000.0,1075,15,8,71.00432582751324
3650000000.0,1075,15,9,70.00432582751324
3650000000.0,1075,15,10,69.00432582751324
3650000000.0,1075,15,11,68.00432582751324
3650000000.0,1075,15,12,67.00432582751324
3650000000.0,1075,15,13,66.00432582751324
3650000000.0,1075,15,14,65.00432582751324
3650000000.0,1075,15,15,64.00432582751324
3650000000.0,1080,0,0,94.04463165221975
3650000000.0,1080,0,1,93.04463165221975
3650000000.0,1080,0,2,92.04463165221975
3650000000.0,1080,0,3,91.04463165221975
3650000000.0,1080,0,4,90.04463165221975
3650000000.0,1080,0,5,89.04463165221975
3650000000.0,1080,0,6,88.04463165221975
3650000000.0,1080,0,7,87.04463165221975
3650000000.0,1080,0,8,86.04463165221975
3650000000.0,1080,0,9,85.04463165221975
3650000000.0,1080,0,10,84.04463165221975
3650000000.0,1080,0,11,83.04463165221975
3650000000.0,1080,0,12,82.04463165221975
3650000000.0,1080,0,13,81.04463165221975
3650000000.0,1080,0,14,80.04463165221975
3650000000.0,1080,0,15,79.04463165221975
3650000000.0,1080,1,0,93.04463165221975
3650000000.0,1080,1,1,92.04463165221975
3650000000.0,1080,1,2,91.04463165221975
3650000000.0,1080,1,3,90.04463165221975
3650000000.0,1080,1,4,89.04463165221975
3650000000.0,1080,1,5,88.04463165221975
3650000000.0,1080,1,6,87.04463165221975
3650000000.0,1080,1,7,86.04463165221975
3650000000.0,1080,1,8,85.04463165221975
3650000000.0,1080,1,9,84.04463165221975
3650000000.0,1080,1,10,83.04463165221975
3650000000.0,1080,1,11,82.04463165221975
3650000000.0,1080,1,12,81.04463165221975
3650000000.0,1080,1,13,80.04463165221975
3650000000.0,1080,1,14,79.04463165221975
3650000000.0,1080,1,15,78.04463165221975
3650000000.0,1080,2,0,92.04463165221975
3650000000.0,1080,2,1,91.04463165221975
3650000000.0,1080,2,2,90.04463165221975
3650000000.0,1080,2,3,89.04463165221975
3650000000.0,1080,2,4,88.04463165221975
3650000000.0,1080,2,5,87.04463165221975
3650000000.0,1080,2,6,86.04463165221975
3650000000.0,1080,2,7,85.04463165221975
3650000000.0,1080,2,8,84.04463165221975
3650000000.0,1080,2,9,83.04463165221975
3650000000.0,1080,2,10,82.04463165221975
3650000000.0,1080,2,11,81.04463165221975
3650000000.0,1080,2,12,80.04463165221975
3650000000.0,1080,2,13,79.04463165221975
3650000000.0,1080,2,14,78.04463165221975
3650000000.0,1080,2,15,77.04463165221975
3650000000.0,1080,3,0,91.04463165221975
3650000000.0,1080,3,1,90.04463165221975
3650000000.0,1080,3,2,89.04463165221975
3650000000.0,1080,3,3,88.04463165221975
3650000000.0,1080,3,4,87.04463165221975
3650000000.0,1080,3,5,86.04463165221975
3650000000.0,1080,3,6,85.04463165221975
3650000000.0,1080,3,7,84.04463165221975
3650000000.0,1080,3,8,83.04463165221975
3650000000.0,1080,3,9,82.04463165221975
3650000000.0,1080,3,10,81.04463165221975
3650000000.0,1080,3,11,80.04463165221975
3650000000.0,1080,3,12,79.04463165221975
3650000000.0,1080,3,13,78.04463165221975
3650000000.0,1080,3,14,77.04463165221975
3650000000.0,1080,3,15,76.04463165221975
3650000000.0,1080,4,0,90.04463165221975
3650000000.0,1080,4,1,89.04463165221975
3650000000.0,1080,4,2,88.04463165221975
3650000000.0,1080,4,3,87.04463165221975
3650000000.0,1080,4,4,86.04463165221975
3650000000.0,1080,4,5,85.04463165221975
3650000000.0,1080,4,6,84.04463165221975
3650000000.0,1080,4,7,83.04463165221975
3650000000.0,1080,4,8,82.04463165221975
3650000000.0,1080,4,9,81.04463165221975
3650000000.0,1080,4,10,80.04463165221975
3650000000.0,1080,4,11,79.04463165221975
3650000000.0,1080,4,12,78.04463165221975
3650000000.0,1080,4,13,77.04463165221975
3650000000.0,1080,4,14,76.04463165221975
3650000000.0,1080,4,15,75.04463165221975
3650000000.0,1080,5,0,89.04463165221975
3650000000.0,1080,5,1,88.04463165221975
3650000000.0,1080,5,2,87.04463165221975
3650000000.0,1080,5,3,86.04463165221975
3650000000.0,1080,5,4,85.04463165221975
3650000000.0,1080,5,5,84.04463165221975
3650000000.0,1080,5,6,83.04463165221975
3650000000.0,1080,5,7,82.04463165221975
3650000000.0,1080,5,8,81.04463165221975
3650000000.0,1080,5,9,80.04463165221975
3650000000.0,1080,5,10,79.04463165221975
3650000000.0,1080,5,11,78.04463165221975
3650000000.0,1080,5,12,77.04463165221975
3650000000.0,1080,5,13,76.04463165221975
3650000000.0,1080,5,14,75.04463165221975
3650000000.0,1080,5,15,74.04463165221975
3650000000.0,1080,6,0,88.04463165221975
3650000000.0,1080,6,1,87.04463165221975
3650000000.0,1080,6,2,86.04463165221975
3650000000.0,1080,6,3,85.04463165221975
3650000000.0,1080,6,4,84.04463165221975
3650000000.0,1080,6,5,83.04463165221975
3650000000.0,1080,6,6,82.04463165221975
3650000000.0,1080,6,7,81.04463165221975
3650000000.0,1080,6,8,80.04463165221975
3650000000.0,1080,6,9,79.04463165221975
3650000000.0,1080,6,10,78.04463165221975
3650000000.0,1080,6,11,77.04463165221975
3650000000.0,1080,6,12,76.04463165221975
3650000000.0,1080,6,13,75.04463165221975
3650000000.0,1080,6,14,74.04463165221975
3650000000.0,1080,6,15,73.04463165221975
3650000000.0,1080,7,0,87.04463165221975
3650000000.0,1080,7,1,86.04463165221975
3650000000.0,1080,7,2,85.04463165221975
3650000000.0,1080,7,3,84.04463165221975
3650000000.0,1080,7,4,83.04463165221975
3650000000.0,1080,7,5,82.04463165221975
3650000000.0,1080,7,6,81.04463165221975
3650000000.0,1080,7,7,80.04463165221975
3650000000.0,1080,7,8,79.04463165221975
3650000000.0,1080,7,9,78.04463165221975
3650000000.0,1080,7,10,77.04463165221975
3650000000.0,1080,7,11,76.04463165221975
3650000000.0,1080,7,12,75.04463165221975
3650000000.0,1080,7,13,74.04463165221975
3650000000.0,1080,7,14,73.04463165221975
3650000000.0,1080,7,15,72.04463165221975
3650000000.0,1080,8,0,86.04463165221975
3650000000.0,1080,8,1,85.04463165221975
3650000000.0,1080,8,2,84.04463165221975
3650000000.0,1080,8,3,83.04463165221975
3650000000.0,1080,8,4,82.04463165221975
3650000000.0,1080,8,5,81.04463165221975
3650000000.0,1080,8,6,80.04463165221975
3650000000.0,1080,8,7,79.04463165221975
3650000000.0,1080,8,8,78.04463165221975
3650000000.0,1080,8,9,77.04463165221975
3650000000.0,1080,8,10,76.04463165221975
3650000000.0,1080,8,11,75.04463165221975
3650000000.0,1080,8,12,74.04463165221975
3650000000.0,1080,8,13,73.04463165221975
3650000000.0,1080,8,14,72.04463165221975
3650000000.0,1080,8,15,71.04463165221975
3650000000.0,1080,9,0,85.04463165221975
3650000000.0,1080,9,1,84.04463165221975
3650000000.0,1080,9,2,83.04463165221975
3650000000.0,1080,9,3,82.04463165221975
3650000000.0,1080,9,4,81.04463165221975
3650000000.0,1080,9,5,80.04463165221975
3650000000.0,1080,9,6,79.04463165221975
3650000000.0,1080,9,7,78.04463165221975
3650000000.0,1080,9,8,77.04463165221975
3650000000.0,1080,9,9,76.04463165221975
3650000000.0,1080,9,10,75.04463165221975
3650000000.0,1080,9,11,74.04463165221975
3650000000.0,1080,9,12,73.04463165221975
3650000000.0,1080,9,13,72.04463165221975
3650000000.0,1080,9,14,71.04463165221975
3650000000.0,1080,9,15,70.04463165221975
3650000000.0,1080,10,0,84.04463165221975
3650000000.0,1080,10,1,83.04463165221975
3650000000.0,1080,10,2,82.04463165221975
3650000000.0,1080,10,3,81.04463165221975
3650000000.0,1080,10,4,80.04463165221975
3650000000.0,1080,10,5,79.04463165221975
3650000000.0,1080,10,6,78.04463165221975
3650000000.0,1080,10,7,77.04463165221975
3650000000.0,1080,10,8,76.04463165221975
3650000000.0,1080,10,9,75.04463165221975
3650000000.0,1080,10,10,74.04463165221975
3650000000.0,1080,10,11,73.04463165221975
3650000000.0,1080,10,12,72.04463165221975
3650000000.0,1080,10,13,71.04463165221975
3650000000.0,1080,10,14,70.04463165221975
3650000000.0,1080,10,15,69.04463165221975
3650000000.0,1080,11,0,83.04463165221975
3650000000.0,1080,11,1,82.04463165221975
3650000000.0,1080,11,2,81.04463165221975
3650000000.0,1080,11,3,80.04463165221975
3650000000.0,1080,11,4,79.04463165221975
3650000000.0,1080,11,5,78.04463165221975
3650000000.0,1080,11,6,77.04463165221975
3650000000.0,1080,11,7,76.04463165221975
3650000000.0,1080,11,8,75.04463165221975
3650000000.0,1080,11,9,74.04463165221975
3650000000.0,1080,11,10,73.04463165221975
3650000000.0,1080,11,11,72.04463165221975
3650000000.0,1080,11,12,71.04463165221975
3650000000.0,1080,11,13,70.04463165221975
3650000000.0,1080,11,14,69.04463165221975
3650000000.0,1080,11,15,68.04463165221975
3650000000.0,1080,12,0,82.04463165221975
3650000000.0,1080,12,1,81.04463165221975
3650000000.0,1080,12,2,80.04463165221975
3650000000.0,1080,12,3,79.04463165221975
3650000000.0,1080,12,4,78.04463165221975
3650000000.0,1080,12,5,77.04463165221975
3650000000.0,1080,12,6,76.04463165221975
3650000000.0,1080,12,7,75.04463165221975
3650000000.0,1080,12,8,74.04463165221975
3650000000.0,1080,12,9,73.04463165221975
3650000000.0,1080,12,10,72.04463165221975
3650000000.0,1080,12,11,71.04463165221975
3650000000.0,1080,12,12,70.04463165221975
3650000000.0,1080,12,13,69.04463165221975
3650000000.0,1080,12,14,68.04463165221975
3650000000.0,1080,12,15,67.04463165221975
3650000000.0,1080,13,0,81.04463165221975
3650000000.0,1080,13,1,80.04463165221975
3650000000.0,1080,13,2,79.04463165221975
3650000000.0,1080,13,3,78.04463165221975
3650000000.0,1080,13,4,77.04463165221975
3650000000.0,1080,13,5,76.04463165221975
3650000000.0,1080,13,6,75.04463165221975
3650000000.0,1080,13,7,74.04463165221975
3650000000.0,1080,13,8,73.04463165221975
3650000000.0,1080,13,9,72.04463165221975
3650000000.0,1080,13,10,71.04463165221975
3650000000.0,1080,13,11,70.04463165221975
3650000000.0,1080,13,12,69.04463165221975
3650000000.0,1080,13,13,68.04463165221975
3650000000.0,1080,13,14,67.04463165221975
3650000000.0,1080,13,15,66.04463165221975
3650000000.0,1080,14,0,80.04463165221975
3650000000.0,1080,14,1,79.04463165221975
3650000000.0,1080,14,2,78.04463165221975
3650000000.0,1080,14,3,77.04463165221975
3650000000.0,1080,14,4,76.04463165221975
3650000000.0,1080,14,5,75.04463165221975
3650000000.0,1080,14,6,74.04463165221975
3650000000.0,1080,14,7,73.04463165221975
3650000000.0,1080,14,8,72.04463165221975
